dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
mohler,43,What is the main advantage of a doubly-linked list over a basic linked list?,Gives faster times for some operations such as insertion and deletion,5,1.0,5.0,computer_science,short_answer,6,english,,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,they take up twice as much memory for each node,5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,"There are more pointers to set, the mechanics of inserting into and deleting from a doubly linked list are a bit more involved than for a singly linked list.",4,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,Insertion and deletion with a doubly linked list are more involved than with a singly linked list leaving more room for error and complex algorithms.,3,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Need more memory to store ""previous"" pointers.",5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,a node in a doubly linked list takes up more memory than a node in a singly linked list.,5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,You have to keep up with where you are and you have to consider the predecessor and successor connections when inserting/deleting.,3,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Each node requires an extra node, requires more memory, and is more difficult to insert and remove individual nodes",5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Double-linked lists require more space per node, and their elementary operations are more expensive",5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,More difficult to delete and create nodes.,3,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,They use more memory and you have to make 2 pointers and update 2 pointers each time you change the list.,5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,nodes take up more memory,5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,"Each node requires an extra pointer (space requirements increased), Insertion or deletion of a node takes a longer (more pointer operations).",5,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,its a little more confusing. The special cases at the end and beginning become more difficult to do.,3,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
mohler,44,What is the main disadvantage of a doubly-linked list over a basic linked list?,increased actions to add and remove elements to the linked list.,3,1.0,5.0,computer_science,short_answer,6,english,,Extra space required to store the back pointers.,
